Show,Total Boletos,Nombre Localidad,Forma de Pago,Estado de Pago,EsCompartido,TipoShow,Mes,Día,Periodo,Mes_Show,Día_Show,Periodo_Show,Cluster
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,2,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,1,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
TARDE CLIPP,1,SALA 3,Wallet,1,0,Otro,Enero,Jueves,Tarde,Marzo,Viernes,Tarde,3
CLASSIC ROCK SHOW,1,Golden Box,PayPhone,1,0,Concierto,Enero,Lunes,Noche,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,2,Golden Box,PayPhone,1,1,Concierto,Enero,Lunes,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,2,Golden Box,PayPhone,1,0,Concierto,Enero,Lunes,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,2,Golden Box,Wallet,1,1,Concierto,Enero,Lunes,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,2,Golden Box,PayPhone,1,1,Concierto,Enero,Lunes,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,1,Golden Box,Wallet,1,1,Concierto,Enero,Lunes,Mañana,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,3,VIP,PayPhone,1,0,Concierto,Enero,Lunes,Mañana,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,3,Golden Box,PayPhone,1,1,Concierto,Enero,Domingo,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,4,Golden Box,Wallet,1,1,Concierto,Enero,Domingo,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,3,Golden Box,PayPhone,1,0,Concierto,Enero,Sábado,Noche,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,1,VIP,PayPhone,1,1,Concierto,Enero,Sábado,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,2,VIP,Wallet,1,1,Concierto,Enero,Sábado,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,1,VIP,PayPhone,1,0,Concierto,Enero,Sábado,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,2,Golden Box,PayPhone,1,0,Concierto,Enero,Viernes,Noche,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,2,Golden Box,PayPhone,1,1,Concierto,Enero,Jueves,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,2,Golden Box,Wallet,1,0,Concierto,Enero,Jueves,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,4,Golden Box,PayPhone,1,0,Concierto,Enero,Miércoles,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,4,Golden Box,PayPhone,1,0,Concierto,Enero,Miércoles,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,2,VIP,PayPhone,1,1,Concierto,Enero,Miércoles,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,1,CORTESÍAS GOLDEN,Wallet,1,1,Concierto,Enero,Miércoles,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,1,CORTESÍAS GOLDEN,Wallet,1,1,Concierto,Enero,Miércoles,Mañana,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,1,CORTESÍAS GOLDEN,Wallet,1,1,Concierto,Enero,Miércoles,Mañana,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,4,CORTESÍAS GOLDEN,Wallet,1,1,Concierto,Enero,Miércoles,Mañana,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,4,CORTESÍAS GOLDEN,Wallet,1,1,Concierto,Enero,Miércoles,Mañana,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,11,CORTESÍAS GOLDEN,Wallet,1,1,Concierto,Enero,Miércoles,Mañana,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,11,CORTESÍAS VIP,Wallet,1,1,Concierto,Enero,Miércoles,Mañana,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,11,CORTESÍAS VIP,Wallet,1,1,Concierto,Enero,Miércoles,Mañana,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,2,VIP,PayPhone,1,0,Concierto,Enero,Miércoles,Mañana,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,4,Golden Box,PayPhone,1,0,Concierto,Enero,Miércoles,Mañana,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,2,Golden Box,PayPhone,1,0,Concierto,Enero,Martes,Noche,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,4,Golden Box,PayPhone,1,0,Concierto,Enero,Martes,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,4,VIP,PayPhone,1,0,Concierto,Enero,Martes,Mañana,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,2,VIP,PayPhone,1,0,Concierto,Enero,Lunes,Noche,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,4,Golden Box,PayPhone,1,1,Concierto,Enero,Lunes,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,3,Golden Box,PayPhone,1,1,Concierto,Enero,Lunes,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,3,Golden Box,PayPhone,1,0,Concierto,Enero,Lunes,Tarde,Marzo,Viernes,Noche,3
CLASSIC ROCK SHOW,2,Golden Box,PayPhone,1,1,Concierto,Enero,Lunes,Tarde,Marzo,Viernes,Noche,3
GRAN RIFA SOLIDARIA,2,BOLETO SOLIDARIO,Wallet,1,0,Donación,Febrero,Jueves,Mañana,Febrero,Jueves,Noche,3
GRAN RIFA SOLIDARIA,3,BOLETO SOLIDARIO,Wallet,1,0,Donación,Febrero,Jueves,Mañana,Febrero,Jueves,Noche,3
GRAN RIFA SOLIDARIA,2,BOLETO SOLIDARIO,Wallet,1,0,Donación,Febrero,Jueves,Mañana,Febrero,Jueves,Noche,3
GRAN RIFA SOLIDARIA,2,BOLETO SOLIDARIO,Wallet,1,0,Donación,Febrero,Jueves,Mañana,Febrero,Jueves,Noche,3
Chiky band,2,VIP,PayPhone,1,1,Concierto,Febrero,Jueves,Mañana,Marzo,Sábado,Tarde,3
Chiky band,2,VIP,PayPhone,1,0,Concierto,Febrero,Miércoles,Noche,Marzo,Sábado,Tarde,3
Chiky band,2,VIP,PayPhone,1,0,Concierto,Febrero,Miércoles,Noche,Marzo,Sábado,Tarde,3
Chiky band,2,VIP,PayPhone,1,0,Concierto,Febrero,Miércoles,Noche,Marzo,Sábado,Tarde,3
Strong Heart,1,Adhesiones,PayPhone,1,0,Donación,Febrero,Miércoles,Tarde,Marzo,Sábado,Noche,3
Chiky band,2,VIP,PayPhone,1,0,Concierto,Febrero,Martes,Tarde,Marzo,Sábado,Tarde,3
Chiky band,6,VIP,PayPhone,1,1,Concierto,Febrero,Lunes,Tarde,Marzo,Sábado,Tarde,3
Chiky band,2,VIP,PayPhone,1,1,Concierto,Febrero,Sábado,Noche,Marzo,Sábado,Tarde,3
EXPLOSION NARANJA,2,BOLETO GENERAL,AppExterna,1,1,Deporte,Febrero,Sábado,Noche,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Sábado,Noche,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,PALCO,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,Wallet,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,PREFERENCIA,PayPhone,1,1,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,3,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,3,TRIBUNA NORTE,AppExterna,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,TRIBUNA NORTE,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,3,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,4,PREFERENCIA,Wallet,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,TRIBUNA NORTE,AppExterna,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,TRIBUNA SUR,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,PREFERENCIA,Wallet,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
PRIOSTES,4,BOLETO GENERAL,PayPhone,1,0,Concierto,Febrero,Sábado,Tarde,Abril,Sábado,Noche,3
EXPLOSION NARANJA,1,TRIBUNA NORTE,AppExterna,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,4,PALCO,Wallet,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,4,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,3,BOLETO GENERAL,AppExterna,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,BOLETO GENERAL,Wallet,1,1,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,TRIBUNA NORTE,AppExterna,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,TRIBUNA NORTE,Wallet,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,Wallet,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,Wallet,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,TRIBUNA SUR,Wallet,1,1,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,TRIBUNA NORTE,AppExterna,1,1,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,3,TRIBUNA NORTE,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,TRIBUNA SUR,PayPhone,1,0,Deporte,Febrero,Sábado,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,TRIBUNA NORTE,Wallet,1,1,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,TRIBUNA SUR,Wallet,1,1,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,Wallet,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,BOLETO GENERAL,AppExterna,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,Wallet,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,3,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,5,TRIBUNA NORTE,PayPhone,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,BOLETO GENERAL,Wallet,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,PALCO,PayPhone,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,TRIBUNA NORTE,PayPhone,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Sábado,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,3,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Sábado,Noche,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,PALCO,PayPhone,1,0,Deporte,Febrero,Viernes,Noche,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,PALCO,PayPhone,1,0,Deporte,Febrero,Viernes,Noche,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,BOLETO GENERAL,Wallet,1,0,Deporte,Febrero,Viernes,Noche,Febrero,Sábado,Tarde,3
Chiky band,2,VIP,PayPhone,1,0,Concierto,Febrero,Viernes,Noche,Marzo,Sábado,Tarde,3
EXPLOSION NARANJA,2,TRIBUNA SUR,PayPhone,1,1,Deporte,Febrero,Viernes,Noche,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,TRIBUNA SUR,PayPhone,1,0,Deporte,Febrero,Viernes,Noche,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,PALCO,PayPhone,1,0,Deporte,Febrero,Viernes,Noche,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Viernes,Noche,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,3,PALCO,PayPhone,1,0,Deporte,Febrero,Viernes,Noche,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Viernes,Noche,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,BOLETO GENERAL,PayPhone,1,0,Deporte,Febrero,Viernes,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Viernes,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,PREFERENCIA,Wallet,1,0,Deporte,Febrero,Viernes,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,TRIBUNA SUR,PayPhone,1,0,Deporte,Febrero,Viernes,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,3,TRIBUNA SUR,PayPhone,1,0,Deporte,Febrero,Viernes,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,PREFERENCIA,PayPhone,1,1,Deporte,Febrero,Viernes,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,PREFERENCIA,Wallet,1,0,Deporte,Febrero,Viernes,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,PREFERENCIA,Wallet,1,0,Deporte,Febrero,Viernes,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Viernes,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,TRIBUNA NORTE,AppExterna,1,0,Deporte,Febrero,Viernes,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,PREFERENCIA,PayPhone,1,0,Deporte,Febrero,Viernes,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,BOLETO GENERAL,Wallet,1,1,Deporte,Febrero,Viernes,Tarde,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,PREFERENCIA,Wallet,1,0,Deporte,Febrero,Viernes,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,2,PALCO,PayPhone,1,0,Deporte,Febrero,Viernes,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,6,PALCO,PayPhone,1,0,Deporte,Febrero,Viernes,Mañana,Febrero,Sábado,Tarde,3
EXPLOSION NARANJA,1,PREFERENCIA,Wallet,1,1,Deporte,Febrero,Viernes,Mañana,Febrero,Sábado,Tarde,3
